"pid","week","group","subgroup","gender","intervention","last_intervention","bilateral_communication_count","quiz_count","booklet_count","arena_count","chat_count","forum_count","playground_count","bilateral_communication_active_days","quiz_active_days","booklet_active_days","arena_active_days","chat_active_days","forum_active_days","playground_active_days","active_days","event_count","bilat_count_bool","quiz_count_bool","booklet_count_bool","arena_count_bool","chat_count_bool","forum_count_bool","playground_count_bool","event_count_bool"
100,7,"C","m","f","None","impersonal/specific",0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
324,13,"B","f","f","None","impersonal/specific",0,0,1,23,0,0,1,0,0,1,1,0,0,1,2,25,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
350,6,"B","f","m","None","personal/specific",0,3,1,0,0,0,10,0,1,1,0,0,0,1,2,14,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
87,11,"B","f","m","impersonal/specific","impersonal/specific",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
39,1,"A","m","f","personal/specific","personal/specific",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
164,14,"C","m","m","None","personal/unspecific",0,37,0,21,0,0,0,0,2,0,1,0,0,0,3,58,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
246,14,"C","m","m","None","personal/unspecific",0,28,0,95,0,0,26,0,1,0,4,0,0,4,5,149,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
271,9,"C","f","m","personal/specific","personal/specific",0,2,1,3,0,0,0,0,1,1,1,0,0,0,2,6,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
384,3,"B","m","m","None","personal/unspecific",0,3,1,0,0,0,2,0,1,1,0,0,0,1,1,6,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
213,10,"A","m","m","impersonal/specific","impersonal/specific",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
441,2,"B","m","f","personal/unspecific","personal/unspecific",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
429,0,"C","f","m","None","None",0,0,1,0,0,1,3,0,0,1,0,0,1,1,3,5,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
150,12,"A","f","f","None","impersonal/specific",0,0,2,0,0,0,8,0,0,1,0,0,0,1,2,10,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
246,11,"C","m","m","None","personal/specific",0,2,1,0,0,0,10,0,1,1,0,0,0,2,2,13,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
226,4,"C","m","m","None","impersonal/specific",1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
107,12,"B","f","m","None","impersonal/specific",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
165,8,"C","f","m","None","impersonal/specific",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
440,12,"B","f","m","None","impersonal/specific",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
86,11,"A","m","m","None","impersonal/specific",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
448,4,"A","m","m","personal/unspecific","personal/unspecific",0,0,1,0,0,0,3,0,0,1,0,0,0,1,2,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
233,0,"A","m","f","None","None",0,5,1,0,0,1,4,0,1,1,0,0,1,3,6,11,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
178,5,"A","m","f","None","personal/unspecific",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
395,0,"A","f","f","None","None",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
443,7,"B","f","m","None","personal/specific",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
307,1,"C","f","m","None","None",0,0,1,87,0,0,1,0,0,1,3,0,0,1,3,89,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
73,12,"B","f","m","None","impersonal/specific",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
384,10,"B","m","m","None","impersonal/specific",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
244,3,"B","m","m","None","personal/unspecific",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
312,5,"C","m","m","None","impersonal/specific",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
21,13,"C","m","f","None","personal/unspecific",0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
128,14,"C","f","m","None","personal/unspecific",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
392,11,"A","m","m","None","impersonal/specific",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
147,9,"A","m","m","None","impersonal/specific",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
399,3,"C","f","m","impersonal/specific","impersonal/specific",0,0,1,0,0,0,1,0,0,1,0,0,0,1,2,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
84,10,"C","f","m","None","personal/specific",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
414,14,"A","f","m","None","impersonal/specific",0,5,0,0,0,0,0,0,1,0,0,0,0,0,1,5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
129,1,"C","m","m","None","None",0,0,2,0,0,0,4,0,0,2,0,0,0,2,3,6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
54,14,"C","f","m","None","personal/unspecific",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
324,7,"B","f","f","None","personal/specific",0,0,1,0,0,0,5,0,0,1,0,0,0,1,2,6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
84,6,"C","f","m","impersonal/specific","impersonal/specific",0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
218,3,"A","m","m","None","personal/specific",0,3,1,0,0,0,3,0,2,1,0,0,0,2,5,7,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
8,7,"C","f","f","None","impersonal/specific",0,1,1,0,0,0,0,0,1,1,0,0,0,0,2,2,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
111,2,"A","f","m","None","personal/specific",0,0,1,2,0,0,2,0,0,1,1,0,0,1,2,5,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
416,3,"B","f","f","None","personal/unspecific",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
258,1,"A","f","m","personal/specific","personal/specific",0,1,2,0,0,0,2,0,1,1,0,0,0,1,2,5,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
45,1,"C","m","m","None","None",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
202,2,"B","f","m","personal/unspecific","personal/unspecific",0,0,1,15,0,0,5,0,0,1,1,0,0,3,4,21,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
374,12,"C","f","m","personal/unspecific","personal/unspecific",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
174,11,"A","f","m","None","impersonal/specific",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
283,7,"C","f","m","None","impersonal/specific",0,1,1,0,0,0,0,0,1,1,0,0,0,0,2,2,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
169,8,"C","m","m","None","impersonal/specific",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
460,12,"A","f","m","None","impersonal/specific",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
401,3,"C","m","f","impersonal/specific","impersonal/specific",0,0,0,0,0,0,6,0,0,0,0,0,0,1,1,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
172,8,"A","f","m","None","impersonal/specific",0,0,1,0,0,0,4,0,0,1,0,0,0,3,3,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
405,9,"B","f","f","None","impersonal/specific",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
234,10,"B","f","m","None","impersonal/specific",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
193,12,"A","f","f","None","impersonal/specific",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
370,6,"B","m","f","None","personal/specific",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
70,13,"B","f","f","None","impersonal/specific",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
155,4,"C","m","f","None","impersonal/specific",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
279,10,"A","f","m","impersonal/specific","impersonal/specific",0,3,1,4,0,0,0,0,1,1,1,0,0,0,2,8,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
233,4,"A","m","f","personal/unspecific","personal/unspecific",0,8,1,0,0,0,3,0,2,1,0,0,0,2,3,12,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
5,13,"C","f","m","None","personal/unspecific",0,1,2,0,0,0,5,0,1,1,0,0,0,3,3,8,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
236,3,"B","f","m","None","personal/unspecific",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
289,12,"B","m","m","None","impersonal/specific",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
67,11,"A","m","f","None","impersonal/specific",0,3,1,1,0,0,7,0,1,1,1,0,0,1,3,12,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
285,8,"B","f","m","impersonal/specific","impersonal/specific",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
393,10,"C","f","m","None","personal/specific",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
322,2,"C","f","m","None","None",0,4,1,26,0,0,0,0,1,1,1,0,0,0,3,31,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
167,1,"A","m","m","personal/specific","personal/specific",1,0,1,0,0,0,0,1,0,1,0,0,0,0,2,2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
179,14,"B","m","m","None","impersonal/specific",5,54,0,49,9,0,6,5,5,0,2,2,0,5,7,123,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
85,12,"B","m","m","None","impersonal/specific",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
368,10,"C","m","m","None","personal/specific",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
146,5,"A","m","m","None","personal/unspecific",2,0,1,0,0,0,0,2,0,1,0,0,0,0,2,3,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
322,12,"C","f","m","personal/unspecific","personal/unspecific",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
283,11,"C","f","m","None","personal/specific",0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,2,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
442,10,"A","m","f","impersonal/specific","impersonal/specific",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
103,4,"A","m","m","personal/unspecific","personal/unspecific",0,1,1,5,0,0,0,0,1,1,1,0,0,0,2,7,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
314,4,"B","m","m","None","personal/unspecific",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
229,0,"A","f","m","None","None",0,0,1,0,0,0,7,0,0,1,0,0,0,2,3,8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
316,3,"A","f","f","None","personal/specific",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
219,4,"B","f","f","None","personal/unspecific",0,0,1,0,0,0,3,0,0,1,0,0,0,1,2,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
169,11,"C","m","m","None","personal/specific",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
356,11,"A","m","f","None","impersonal/specific",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
356,10,"A","m","f","impersonal/specific","impersonal/specific",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
393,7,"C","f","m","None","impersonal/specific",0,0,1,0,0,0,3,0,0,1,0,0,0,1,2,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
338,0,"A","f","f","None","None",0,0,1,0,0,0,5,0,0,1,0,0,0,1,2,6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
282,3,"A","f","f","None","personal/specific",0,0,1,0,0,0,1,0,0,1,0,0,0,1,2,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
83,1,"B","f","m","None","None",0,0,2,16,0,0,1,0,0,1,1,0,0,1,2,19,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
9,5,"C","f","m","None","impersonal/specific",0,1,1,33,0,0,4,0,1,1,1,0,0,2,2,39,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
379,12,"A","f","m","None","impersonal/specific",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
93,5,"C","m","m","None","impersonal/specific",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
227,2,"B","m","m","personal/unspecific","personal/unspecific",1,0,1,3,0,0,0,1,0,1,1,0,0,0,2,5,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
429,2,"C","f","m","None","None",0,0,0,0,0,1,1,0,0,0,0,0,1,1,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
78,3,"B","f","f","None","personal/unspecific",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
208,4,"B","m","m","None","personal/unspecific",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
25,14,"A","m","m","None","impersonal/specific",0,32,0,8,0,0,3,0,3,0,1,0,0,2,3,43,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
2,12,"C","m","m","personal/unspecific","personal/unspecific",1,0,2,0,0,0,1,1,0,1,0,0,0,1,3,4,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
75,8,"B","m","m","impersonal/specific","impersonal/specific",0,0,1,0,0,0,13,0,0,1,0,0,0,4,4,14,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
282,5,"A","f","f","None","personal/unspecific",0,0,1,0,0,4,7,0,0,1,0,0,3,1,3,12,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
222,6,"C","f","m","impersonal/specific","impersonal/specific",0,5,1,6,0,0,0,0,2,1,1,0,0,0,4,12,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
134,8,"B","f","f","impersonal/specific","impersonal/specific",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
149,6,"B","m","m","None","personal/specific",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
256,3,"C","f","m","impersonal/specific","impersonal/specific",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
52,2,"A","f","m","None","personal/specific",0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
107,4,"B","f","m","None","personal/unspecific",0,0,0,0,0,0,17,0,0,0,0,0,0,3,3,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
182,8,"B","m","m","impersonal/specific","impersonal/specific",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
12,2,"A","f","m","None","personal/specific",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
75,2,"B","m","m","personal/unspecific","personal/unspecific",1,0,1,0,0,0,10,1,0,1,0,0,0,5,5,12,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
190,14,"B","m","m","None","impersonal/specific",0,16,0,17,0,0,15,0,4,0,3,0,0,7,7,48,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
152,2,"C","f","m","None","None",0,0,1,4,0,0,2,0,0,1,2,0,0,2,2,7,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
347,13,"B","m","f","None","impersonal/specific",0,5,1,0,0,0,0,0,2,1,0,0,0,0,3,6,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
193,4,"A","f","f","personal/unspecific","personal/unspecific",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
120,7,"C","m","m","None","impersonal/specific",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
426,11,"A","m","m","None","impersonal/specific",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
350,5,"B","f","m","personal/specific","personal/specific",0,1,1,0,0,0,0,0,1,1,0,0,0,0,2,2,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
420,12,"A","m","m","None","impersonal/specific",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
87,5,"B","f","m","personal/specific","personal/specific",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
10,14,"C","f","f","None","personal/unspecific",0,17,0,37,0,0,21,0,2,0,1,0,0,3,4,75,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
100,10,"C","m","f","None","personal/specific",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
234,11,"B","f","m","impersonal/specific","impersonal/specific",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
71,1,"A","f","m","personal/specific","personal/specific",0,1,2,0,0,0,0,0,1,1,0,0,0,0,2,3,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
466,12,"A","m","m","None","impersonal/specific",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17,2,"C","f","f","None","None",0,3,1,3,0,0,1,0,2,1,1,0,0,1,2,8,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
64,9,"C","f","m","personal/specific","personal/specific",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
164,4,"C","m","m","None","impersonal/specific",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
132,14,"B","m","m","None","impersonal/specific",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
312,8,"C","m","m","None","impersonal/specific",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
380,2,"C","f","m","None","None",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
264,12,"A","m","f","None","impersonal/specific",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
167,13,"A","m","m","None","impersonal/specific",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
267,9,"A","m","m","None","impersonal/specific",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
253,9,"B","m","m","None","impersonal/specific",0,6,0,0,0,0,1,0,1,0,0,0,0,1,2,7,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
44,4,"A","f","m","personal/unspecific","personal/unspecific",1,1,1,0,0,0,0,1,1,1,0,0,0,0,3,3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
210,5,"A","m","m","None","personal/unspecific",0,0,1,0,0,0,1,0,0,1,0,0,0,1,2,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
448,9,"A","m","m","None","impersonal/specific",0,1,0,3,0,0,0,0,1,0,1,0,0,0,2,4,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
11,6,"C","m","m","impersonal/specific","impersonal/specific",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
26,0,"C","m","m","None","None",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
365,3,"C","f","f","impersonal/specific","impersonal/specific",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
300,7,"C","m","m","None","impersonal/specific",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
286,7,"B","m","f","None","personal/specific",0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
146,7,"A","m","m","impersonal/specific","impersonal/specific",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
331,3,"B","f","m","None","personal/unspecific",0,0,1,0,0,0,1,0,0,1,0,0,0,1,2,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
262,12,"C","m","m","personal/unspecific","personal/unspecific",1,0,2,0,0,0,3,1,0,2,0,0,0,1,3,6,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
401,5,"C","m","f","None","impersonal/specific",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
453,0,"A","f","m","None","None",0,2,0,0,0,0,18,0,1,0,0,0,0,3,4,20,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
44,10,"A","f","m","impersonal/specific","impersonal/specific",0,0,1,0,0,0,2,0,0,1,0,0,0,2,3,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
